frame,track id,x,y,w,h,gender
164,2,844,307,77,311,
165,0,787,555,107,163,female
165,2,845,309,72,290,
166,0,788,560,106,159,female
166,2,840,296,75,289,
167,0,788,562,107,157,female
167,2,845,335,69,229,
168,0,787,561,107,157,female
168,2,846,327,66,236,
169,0,787,560,109,158,female
170,0,788,561,109,157,female
171,0,788,563,109,156,female
172,0,789,565,109,154,female
173,0,791,565,108,154,female
174,0,791,564,109,155,female
175,0,793,564,107,156,female
176,0,797,563,105,156,female
177,0,797,559,105,159,female
178,0,798,560,106,157,female
179,0,800,560,106,157,female
180,0,803,556,103,160,female
181,0,803,556,106,160,female
182,0,803,557,107,159,female
183,0,802,556,111,161,female
184,0,802,560,112,157,female
185,0,804,558,112,160,female
186,0,805,557,112,161,female
187,0,806,557,113,162,female
188,0,807,557,114,162,female
189,0,811,548,112,171,female
190,0,812,550,114,167,female
191,0,811,551,118,168,female
192,0,818,551,117,165,female
193,0,811,556,126,162,female
194,0,818,560,124,159,female
195,0,821,560,126,158,female
196,0,822,560,129,158,female
197,0,814,564,139,155,female
198,0,814,568,139,151,female
199,0,814,570,143,149,female
200,0,813,572,147,147,female
201,0,819,574,142,146,female
202,0,824,578,137,141,female
284,5,644,110,51,162,female
285,5,645,109,50,156,female
286,5,646,108,50,154,female
292,5,658,106,54,150,female
293,5,661,105,55,153,female
294,5,664,102,52,159,female
295,5,665,103,53,154,female
296,5,668,101,52,152,female
297,5,672,99,50,147,female
298,5,675,97,49,141,female
299,5,675,96,50,139,female
300,5,676,95,52,142,female
301,5,677,94,53,141,female
302,5,678,91,54,146,female
303,5,680,90,53,145,female
304,5,681,90,54,146,female
305,5,684,88,51,145,female
309,5,691,87,55,141,female
310,5,694,86,50,142,female
311,5,695,85,52,139,female
312,5,699,85,48,139,female
313,5,704,82,46,140,female
314,5,706,77,44,143,female
315,5,706,76,46,144,female
316,5,712,81,42,134,female
317,5,714,80,42,135,female
318,5,717,80,41,137,female
319,5,719,78,40,139,female
320,5,719,76,44,144,female
339,7,487,137,42,148,female
340,7,488,136,41,149,female
341,7,488,136,41,150,female
342,7,488,137,41,149,female
343,7,487,136,42,150,female
344,7,488,136,40,150,female
346,7,488,135,40,151,female
347,7,488,134,40,150,female
349,7,487,135,42,151,female
376,8,646,27,43,123,
377,8,647,29,46,121,
378,8,651,28,43,122,
379,8,651,28,44,124,
383,8,661,29,46,123,
384,8,659,23,54,131,
385,8,658,29,56,126,
386,8,660,28,58,131,
387,8,662,30,60,132,
388,8,665,32,59,126,
389,8,666,34,59,125,
390,8,669,34,55,122,
391,8,670,36,55,120,
392,8,671,34,56,124,
393,8,676,34,52,115,
394,8,680,33,48,117,
395,8,683,34,44,119,
401,8,705,36,40,136,
402,8,707,37,40,139,
403,8,709,37,43,139,
404,8,711,39,45,135,
405,8,712,38,49,138,
406,8,715,37,47,138,
407,8,715,37,50,136,
408,8,718,37,49,136,
411,8,737,35,50,141,
413,8,747,43,41,134,
414,8,747,39,48,141,
415,8,750,40,44,139,
416,8,751,38,42,131,
1283,14,458,8,32,103,female
1284,14,455,7,32,101,female
1287,14,447,8,41,98,female
1288,14,446,5,42,102,female
1289,14,445,7,40,100,female
1300,14,420,12,35,101,female
1301,14,414,3,42,114,female
1302,14,415,7,38,108,female
1303,14,413,9,38,107,female
1304,14,412,11,37,104,female
1305,14,409,9,42,106,female
1306,14,408,7,43,111,female
1307,14,406,5,47,111,female
1308,14,405,7,48,109,female
1309,14,399,3,55,112,female
1310,14,392,4,61,110,female
1429,17,487,129,42,153,female
1431,17,487,128,42,153,female
1432,17,487,131,42,150,female
1433,17,487,130,42,150,female
1451,17,486,136,41,146,female
1452,17,486,135,41,146,female
1465,17,486,134,42,150,female
1466,17,486,132,42,151,female
1467,17,486,133,42,150,female
1468,17,486,133,42,150,female
1469,17,486,133,42,150,female
1471,17,486,133,43,150,female
1526,17,488,131,41,154,female
1527,17,488,131,41,155,female
1528,17,488,131,41,155,female
1529,17,488,131,41,155,female
1530,17,488,131,41,154,female
1531,17,488,131,41,155,female
1532,17,488,131,41,154,female
1533,17,488,131,41,154,female
1534,17,488,131,41,154,female
1535,17,488,131,41,154,female
1536,17,488,131,41,154,female
1537,17,488,132,41,153,female
1538,17,488,132,41,153,female
1539,17,488,132,41,153,female
1540,17,488,132,41,153,female
1541,17,488,132,41,153,female
1713,18,719,19,48,112,female
1714,18,719,17,45,116,female
1715,18,718,18,46,115,female
1716,18,717,20,45,113,female
1717,18,715,19,46,113,female
1718,18,713,21,44,110,female
1719,18,713,22,41,111,female
1720,18,714,22,39,108,female
1721,18,714,20,39,115,female
1722,18,714,20,36,112,female
1723,18,710,18,40,117,female
1724,18,709,19,38,117,female
1725,18,705,20,40,119,female
1726,18,703,20,40,119,female
1733,18,687,22,44,122,female
1734,18,684,22,44,124,female
1735,18,683,25,43,120,female
1736,18,680,23,44,124,female
1737,18,677,24,44,124,female
1738,18,675,26,45,124,female
1739,18,672,28,46,122,female
1740,18,671,28,47,122,female
1741,18,670,28,48,125,female
1742,18,671,28,47,128,female
1743,18,673,27,46,130,female
1744,18,669,28,49,131,female
1745,18,669,28,48,132,female
1746,18,669,30,46,129,female
1747,18,670,31,45,129,female
1748,18,671,32,43,126,female
1749,18,672,31,42,126,female
1750,18,672,32,42,126,female
1751,18,672,33,42,128,female
1752,18,672,33,41,128,female
1753,18,670,33,43,128,female
1754,18,669,32,44,130,female
1755,18,669,31,43,131,female
1756,18,669,31,44,131,female
1757,18,669,32,43,130,female
1758,18,669,32,42,128,female
1759,18,669,32,43,129,female
1760,18,669,31,43,128,female
1761,18,669,33,44,129,female
1762,18,670,32,42,129,female
1763,18,672,33,39,126,female
1764,18,675,32,38,126,female
1765,18,676,33,41,128,female
1766,18,676,33,41,131,female
1767,18,679,33,38,129,female
1768,18,680,34,37,127,female
1775,19,700,31,48,144,female
1776,19,703,30,49,144,female
1777,19,704,43,45,135,female
1778,19,704,44,44,137,female
1779,19,704,43,45,139,female
1780,19,705,42,45,140,female
1781,19,706,41,46,139,female
1782,19,707,46,44,134,female
1783,19,708,45,44,135,female
1784,19,709,26,46,157,female
1785,19,710,23,48,158,female
1787,19,711,26,49,155,female
1788,19,713,37,53,147,female
1789,19,715,40,56,143,female
1790,19,715,36,58,149,female
1797,19,735,33,52,154,female
1798,19,741,37,46,148,female
1799,19,745,41,43,145,female
2265,21,662,1,41,45,
2273,21,652,0,45,46,
2275,21,652,0,41,46,
2276,21,652,0,38,45,
2585,25,441,30,43,110,
2593,25,422,30,36,110,
2595,25,419,29,38,110,
3420,30,627,39,50,129,female
3421,30,627,40,59,132,female
3422,30,629,41,54,129,female
3423,30,639,41,46,122,female
3424,30,644,43,40,114,female
3425,30,649,42,36,115,female
3429,30,667,41,40,121,female
3430,30,669,42,46,133,female
3431,30,674,46,46,121,female
3432,30,678,45,52,130,female
3433,30,680,44,53,132,female
3436,30,699,45,50,134,female
3437,30,707,46,42,134,female
3438,30,715,47,36,131,female
3439,30,717,45,38,134,female
3440,30,720,42,39,133,female
3441,30,726,41,40,143,female
3445,30,739,49,45,131,female
3446,30,743,53,43,121,female
3447,30,747,53,43,121,female
3656,31,625,13,47,89,female
3657,31,629,14,45,88,female
3658,31,632,13,47,89,female
3659,31,635,13,45,90,female
3660,31,636,10,42,95,female
3661,31,638,5,39,101,female
3662,31,639,7,42,96,female
3663,31,644,7,40,101,female
3664,31,647,5,40,101,female
3665,31,649,8,42,98,female
3666,31,650,9,45,96,female
3668,31,660,11,48,95,female
3669,31,662,11,47,93,female
3670,31,661,14,52,90,female
3671,31,666,10,52,91,female
3672,31,668,11,51,90,female
3673,31,672,6,49,98,female
3674,31,675,6,46,99,female
3675,31,679,6,43,95,female
3676,31,681,4,45,96,female
3677,31,683,4,43,100,female
3678,31,683,3,43,101,female
3679,31,688,7,44,97,female
3682,31,697,12,49,93,female
3683,31,698,10,49,92,female
3685,31,704,10,49,90,female
3688,31,713,12,40,93,female
3689,31,716,12,41,92,female
3690,31,718,7,39,98,female
3691,31,721,7,39,101,female
3692,31,727,11,35,97,female
3700,31,748,7,40,105,female
4337,34,656,45,63,158,female
4338,34,651,46,67,158,female
4339,34,649,46,68,159,female
4340,34,649,44,66,161,female
4341,34,648,42,65,164,female
4342,34,645,41,68,164,female
4343,34,645,43,54,157,female
4344,34,642,43,51,155,female
4345,34,639,42,51,157,female
4346,34,635,40,49,157,female
4347,34,633,40,47,159,female
4348,34,631,39,45,161,female
4349,34,627,39,47,165,female
4350,34,626,38,46,161,female
4351,34,626,39,44,159,female
4352,34,624,37,47,163,female
4353,34,621,37,50,163,female
4354,34,621,36,49,162,female
4384,34,533,45,47,146,female
4385,34,527,38,53,151,female
4386,34,522,39,55,153,female
4387,34,518,34,64,163,female
4388,34,515,34,64,163,female
4389,34,513,31,65,166,female
4390,34,511,34,68,163,female
4391,34,506,30,69,163,female
4392,34,498,26,76,169,female
4397,34,491,33,58,159,female
4398,34,487,25,54,156,female
4399,34,485,29,55,206,female
4400,34,484,33,54,246,female
4401,34,481,27,54,249,female
4402,34,477,33,57,244,female
4407,34,484,123,49,159,female
4408,34,483,123,50,159,female
4420,34,447,29,43,160,female
4421,34,444,36,47,154,female
4422,34,443,41,47,150,female
4423,34,440,30,55,163,female
4424,34,438,34,57,158,female
4425,34,432,22,62,168,female
4426,34,431,20,62,166,female
4431,34,419,44,49,141,female
4432,34,416,44,51,140,female
4433,34,414,44,51,142,female
4434,34,413,43,48,142,female
4435,34,410,43,49,143,female
4436,34,409,44,49,143,female
4437,34,408,46,50,140,female
4438,34,411,50,45,134,female
4439,34,410,46,45,139,female
4440,34,407,31,49,157,female
4441,34,403,36,49,149,female
4442,34,401,30,52,157,female
4443,34,397,32,55,157,female
4444,34,398,36,50,153,female
4445,34,397,35,52,153,female
5176,36,486,135,43,151,female
5177,36,486,135,43,151,female
5178,36,486,135,43,151,female
5179,36,486,135,43,151,female
5180,36,486,135,43,151,female
5181,36,486,135,43,151,female
5182,36,486,135,42,151,female
5183,36,486,135,42,150,female
5184,36,486,135,42,150,female
5185,36,486,135,42,150,female
5186,36,486,134,43,151,female
5187,36,486,134,43,151,female
5188,36,486,134,42,152,female
5189,36,486,134,43,152,female
5190,36,486,135,43,151,female
5191,36,486,134,43,152,female
5192,36,486,134,43,152,female
5193,36,486,134,43,152,female
5194,36,486,134,42,153,female
5195,36,486,134,43,153,female
5197,36,486,136,43,149,female
5198,36,486,136,43,149,female
5199,36,486,136,43,149,female
5200,36,486,137,43,148,female
7184,40,487,127,44,154,
7185,40,487,130,44,151,
7186,40,489,126,43,156,
7187,40,489,124,43,158,
7188,40,488,122,43,159,
7189,40,489,124,42,156,
7190,40,489,119,41,160,
7191,40,488,121,42,158,
7192,40,488,123,42,156,
7193,40,487,127,42,154,
7194,40,488,128,41,152,
7195,40,488,130,41,149,
7215,42,628,13,46,124,female
7217,42,633,13,43,120,female
7219,42,640,20,37,113,female
7220,42,640,20,38,112,female
7221,42,643,22,39,113,female
7222,42,645,20,42,118,female
7223,42,647,21,44,115,female
7228,42,657,21,51,124,female
7229,42,660,22,50,123,female
7230,42,664,19,49,124,female
7231,42,666,18,49,124,female
7232,42,669,16,45,126,female
7233,42,672,17,41,121,female
7234,42,675,20,40,117,female
7235,42,677,19,40,118,female
7236,42,685,25,35,114,female
7237,42,685,22,37,113,female
7238,42,685,21,38,117,female
7239,42,687,26,37,113,female
7243,42,702,20,43,123,female
7244,42,703,20,42,122,female
7245,42,708,18,38,118,female
7246,42,709,17,39,122,female
7247,42,710,17,38,120,female
7248,42,713,20,37,115,female
7249,42,714,23,37,111,female
7250,42,717,21,37,114,female
7251,42,720,21,39,117,female
7252,42,723,21,37,119,female
7258,42,741,27,39,123,female
7259,42,742,25,40,128,female
7260,42,744,26,39,128,female
7261,42,746,21,39,132,female
7262,42,749,20,38,129,female
7263,42,753,21,37,128,female
7264,42,758,20,33,133,female
8101,45,487,134,41,151,female
8102,45,487,134,41,151,female
8103,45,487,134,41,151,female
8104,45,487,134,41,151,female
8105,45,487,134,41,151,female
8106,45,487,134,41,150,female
8107,45,487,134,41,151,female
8108,45,487,134,41,151,female
8109,45,487,134,41,151,female
8110,45,486,134,42,151,female
8111,45,487,135,41,150,female
8112,45,487,135,41,150,female
8113,45,487,134,41,151,female
8114,45,486,135,42,150,female
8115,45,487,134,42,150,female
8116,45,487,134,41,150,female
8117,45,487,135,41,150,female
8118,45,487,135,42,150,female
8119,45,487,135,42,150,female
8120,45,487,135,42,149,female
8121,45,487,135,42,149,female
8122,45,487,135,42,149,female
8123,45,487,135,42,149,female
8124,45,487,135,42,149,female
8125,45,486,135,43,149,female
8576,46,488,134,41,151,
8577,46,488,134,41,151,
8578,46,488,134,41,152,
8582,46,488,135,40,150,
8583,46,488,135,40,150,
8588,46,488,135,41,150,
8589,46,488,135,41,150,
8590,46,488,135,41,150,
8591,46,488,135,41,150,
8592,46,488,135,41,150,
8593,46,488,135,41,150,
8596,46,488,135,41,150,
8597,46,488,135,41,151,
8598,46,488,135,41,150,
8599,46,488,135,41,150,
9345,48,480,52,50,158,female
9346,48,486,99,48,181,female
9347,48,485,51,47,161,female
9348,48,484,55,53,221,female
9349,48,488,57,50,217,female
9447,48,486,132,42,152,female
9448,48,485,132,43,152,female
9449,48,485,133,43,152,female
9450,48,486,134,42,150,female
9478,48,487,132,40,148,female
9479,48,487,133,40,148,female
9480,48,486,133,41,147,female
9481,48,486,132,41,148,female
9482,48,486,131,40,149,female
9483,48,486,132,40,147,female
9484,48,485,130,41,150,female
9485,48,486,129,40,152,female
9486,48,486,130,40,150,female
9487,48,486,129,40,150,female
9488,48,486,133,40,146,female
9489,48,486,132,40,148,female
9490,48,486,131,40,149,female
9491,48,486,129,41,151,female
9492,48,485,129,41,152,female
9493,48,485,127,41,157,female
9494,48,486,128,41,154,female
9495,48,487,127,40,156,female
9496,48,487,131,40,149,female
9544,48,487,129,43,152,female
9545,48,488,127,44,153,female
9546,48,487,129,44,152,female
9548,48,487,131,43,150,female
9550,48,487,125,44,155,female
9576,48,487,129,42,145,female
9580,48,486,129,43,145,female
9581,48,486,129,43,144,female
9588,48,487,136,43,138,female
9589,48,487,134,43,140,female
9590,48,486,135,44,141,female
9591,48,486,133,44,143,female
9592,48,487,133,43,141,female
9594,48,487,132,43,142,female
9595,48,487,135,42,139,female
9599,48,487,129,44,145,female
9654,52,687,38,36,93,female
9655,52,685,36,36,95,female
9656,52,684,40,38,93,female
9657,52,684,37,36,95,female
9658,52,683,38,36,93,female
9659,52,679,38,35,87,female
9660,52,677,35,34,90,female
9661,52,673,36,36,89,female
9662,52,675,37,33,90,female
9663,52,672,36,36,89,female
9664,52,673,40,33,85,female
9665,52,670,40,33,83,female
9676,53,645,36,43,121,
9677,53,647,36,41,119,
9678,53,647,34,37,120,
9679,53,642,33,36,116,
9688,53,671,41,46,116,
9689,53,673,43,48,119,
9690,53,675,44,49,117,
9691,53,677,43,48,119,
9692,53,677,41,51,121,
9693,53,679,41,50,120,
9694,53,680,43,49,117,
9695,53,682,41,48,118,
9696,53,682,41,50,117,
9704,53,704,43,46,124,
9705,53,705,43,47,130,
9706,53,707,43,48,130,
9707,53,709,47,49,123,
9708,53,711,47,47,122,
9709,53,713,46,48,121,
9710,53,714,43,51,125,
9724,53,751,45,42,110,
9744,55,532,13,28,96,
9745,55,532,18,27,89,
10359,58,486,133,41,151,
10408,58,486,134,42,151,
11217,64,658,96,63,184,female
11218,64,657,100,64,182,female
11219,64,656,101,64,184,female
11220,64,653,101,63,186,female
11221,64,649,104,67,186,female
11222,64,648,106,67,185,female
11223,64,647,108,66,185,female
11224,64,647,109,64,183,female
11225,64,644,109,65,184,female
11225,65,709,83,49,154,female
11226,64,644,110,65,181,female
11226,65,710,84,48,153,female
11227,64,643,113,65,179,female
11227,65,709,84,47,155,female
11228,64,639,115,66,181,female
11228,65,708,85,48,154,female
11229,64,637,114,65,184,female
11229,65,708,86,46,157,female
11230,64,638,117,61,178,female
11230,65,706,90,45,154,female
11231,64,635,117,63,188,female
11231,65,705,91,45,160,female
11232,64,632,118,66,192,female
11232,65,703,92,45,162,female
11233,64,631,119,64,195,female
11233,65,702,94,45,166,female
11234,64,628,122,66,190,female
11234,65,701,95,46,161,female
11235,64,624,123,69,193,female
11235,65,702,96,44,160,female
11236,64,621,122,67,197,female
11237,64,615,123,68,197,female
11238,64,612,124,66,195,female
11239,64,612,127,65,189,female
11240,64,610,128,65,188,female
11241,64,604,129,67,183,female
11242,64,599,132,72,186,female
11243,64,596,135,70,192,female
11243,65,685,103,51,172,female
11244,64,592,134,72,196,female
11244,65,684,106,53,174,female
11245,64,590,133,70,200,female
11245,65,683,108,56,179,female
11246,64,590,136,68,185,female
11246,65,683,110,55,183,female
11247,64,587,142,70,189,female
11247,65,683,111,56,188,female
11248,64,585,142,72,193,female
11248,65,682,111,57,190,female
11249,64,578,137,76,205,female
11249,65,684,114,53,184,female
11250,64,574,144,72,200,female
11250,65,683,115,52,182,female
11251,64,570,143,70,201,female
11251,65,682,117,53,182,female
11252,64,566,146,63,201,female
11252,65,682,117,52,181,female
11253,64,567,143,58,210,female
11253,65,681,118,51,175,female
11254,64,561,149,66,214,female
11254,65,680,119,51,173,female
11255,64,558,152,63,242,female
11255,65,679,118,50,176,female
11256,64,556,152,62,216,female
11256,65,678,120,51,177,female
11257,64,554,156,66,192,female
11257,65,676,123,53,179,female
11258,64,551,156,69,190,female
11258,65,673,129,54,174,female
11259,64,533,151,79,205,female
11259,65,671,128,57,178,female
11260,64,525,149,87,209,female
11260,65,670,129,56,181,female
11261,64,516,156,91,207,female
11261,65,669,132,56,182,female
11262,64,516,157,89,205,female
11262,65,666,134,59,182,female
11263,64,515,154,80,211,female
11263,65,664,137,58,181,female
11264,64,511,160,61,205,female
11264,65,664,137,57,182,female
11265,64,506,164,62,203,female
11265,65,661,137,58,183,female
11266,65,660,138,58,184,female
11267,65,661,138,52,186,female
11268,64,494,161,55,208,female
11268,65,657,139,54,186,female
11269,65,653,140,56,183,female
11270,64,485,153,70,214,female
11270,65,654,143,54,181,female
11271,64,481,167,65,207,female
11271,65,645,142,59,189,female
11272,64,471,168,66,206,female
11272,65,643,145,53,192,female
11273,64,458,164,76,213,female
11273,65,640,146,54,196,female
11274,64,453,162,83,216,female
11274,65,630,150,59,195,female
11275,64,438,172,89,210,female
11275,65,630,150,59,193,female
11276,64,436,172,94,209,female
11276,65,630,152,59,184,female
11277,64,432,171,93,211,female
11277,65,626,151,64,187,female
11278,64,432,172,94,208,female
11278,65,623,152,63,187,female
11279,64,424,174,98,210,female
11279,65,616,152,66,185,female
11280,64,426,175,87,208,female
11280,65,610,156,68,182,female
11281,64,417,178,99,201,female
11281,65,607,156,70,186,female
11282,64,421,187,69,189,female
11282,65,603,156,64,189,female
11283,64,419,187,76,190,female
11283,65,601,159,59,171,female
11284,64,414,186,70,199,female
11284,65,598,159,57,190,female
11285,64,409,190,70,197,female
11285,65,594,161,56,193,female
11286,64,406,194,68,192,female
11286,65,592,164,56,193,female
11287,64,398,196,70,182,female
11287,65,588,165,58,196,female
11288,64,397,199,70,182,female
11288,65,575,168,71,190,female
11289,64,385,196,82,189,female
11289,65,565,169,78,194,female
11290,64,385,200,81,182,female
11290,65,555,170,85,192,female
11291,64,384,206,80,173,female
11291,65,551,169,80,197,female
11292,65,551,175,82,193,female
11293,65,549,175,77,192,female
11294,65,548,173,59,195,female
11295,65,543,174,55,196,female
11296,65,536,171,64,197,female
11297,65,528,170,64,198,female
11298,65,525,170,65,201,female
11299,65,523,174,58,200,female
11300,65,519,171,56,211,female
11301,65,513,173,58,208,female
11302,65,504,179,65,200,female
11303,65,494,178,79,199,female
11304,65,487,177,86,195,female
11305,65,484,179,81,200,female
11306,65,481,178,83,203,female
11307,65,480,183,79,199,female
11308,65,477,184,77,202,female
11309,65,471,186,70,197,female
11310,65,465,186,63,195,female
11312,65,450,187,71,200,female
11313,65,445,187,72,201,female
11314,65,440,187,71,198,female
11315,65,435,191,73,192,female
11316,65,432,195,71,185,female
11317,65,427,199,76,183,female
11318,65,423,201,79,181,female
11319,65,415,197,86,186,female
11320,65,413,200,87,183,female
11321,65,411,197,88,188,female
11322,65,408,201,91,183,female
11323,65,401,204,95,184,female
11324,65,394,202,92,181,female
11916,68,528,0,43,94,
11917,68,522,0,44,91,
11919,68,521,0,46,92,
12401,71,618,25,60,156,female
12402,71,622,25,60,148,female
12403,71,623,29,62,149,female
12404,71,626,30,60,149,female
12405,71,628,30,59,149,female
12406,71,631,32,58,149,female
12407,71,634,31,55,147,female
12408,71,635,29,56,147,female
12409,71,640,30,52,143,female
12410,71,643,30,50,142,female
12415,71,664,30,45,151,female
12416,71,665,30,50,156,female
12417,71,667,30,59,153,female
12418,71,671,29,61,155,female
12419,71,674,29,64,157,female
12420,71,676,32,65,155,female
12421,71,677,33,62,154,female
12426,71,702,30,45,148,female
12427,71,704,29,44,150,female
12428,71,707,28,45,152,female
12429,71,711,27,44,152,female
12430,71,714,26,45,158,female
12431,71,717,29,46,155,female
12432,71,719,32,46,149,female
12433,71,720,33,51,153,female
12437,71,731,37,55,149,female
12438,71,733,36,57,149,female
12439,71,736,36,56,149,female
12440,71,746,35,48,154,female
12441,71,752,36,43,146,female
12442,71,758,39,40,133,female
12459,71,816,36,45,182,female
12460,71,821,36,42,168,female
12938,76,534,63,40,118,female
12939,76,533,63,39,120,female
12940,76,531,63,38,118,female
12941,76,527,63,40,118,female
12942,76,523,64,44,122,female
12943,75,483,124,48,158,female
12943,76,520,64,42,119,female
12944,76,516,64,44,118,female
12945,76,513,62,42,119,female
12947,75,484,123,45,159,female
12948,75,485,121,45,162,female
12948,76,500,58,38,115,female
12949,75,486,110,46,171,female
12949,76,499,58,38,115,female
12950,75,486,124,44,159,female
12950,76,495,59,38,110,female
12951,75,487,122,44,161,female
12951,76,494,61,35,115,female
12952,75,487,125,44,158,female
12952,76,489,58,37,96,female
12953,75,486,126,45,158,female
12953,76,489,61,37,112,female
12954,75,486,125,45,159,female
12954,76,486,59,39,122,female
12955,75,485,126,46,158,female
12955,76,483,63,38,113,female
12956,75,484,128,47,156,female
12956,76,480,65,39,108,female
12957,75,485,121,47,163,female
12958,75,486,121,45,162,female
12959,75,486,124,45,158,female
12960,75,487,123,43,160,female
12961,75,488,122,43,161,female
12961,76,460,62,43,117,female
12962,75,486,115,44,167,female
12962,76,457,59,45,117,female
12963,75,487,118,43,164,female
12963,76,452,59,43,117,female
12964,75,487,110,43,172,female
12964,76,447,59,44,118,female
12965,75,487,111,43,172,female
12965,76,445,57,46,119,female
12966,75,487,102,42,180,female
12966,76,445,59,44,116,female
12967,76,437,59,51,114,female
12968,76,434,59,51,116,female
12969,76,430,61,56,116,female
12970,76,428,65,58,111,female
12973,76,424,60,42,110,female
12974,76,421,61,40,109,female
12975,75,487,122,41,162,female
12975,76,417,61,40,108,female
12976,76,416,59,38,110,female
12977,76,415,60,38,107,female
12978,76,414,62,36,106,female
12979,76,409,60,38,111,female
12980,76,405,58,39,115,female
12981,76,403,58,41,114,female
13839,79,480,0,43,78,female
13840,79,483,0,42,76,female
13841,79,486,0,42,68,female
13930,81,727,2,25,40,female
13931,81,727,2,25,40,female
13933,81,727,2,24,40,female
13934,81,727,2,24,40,female
13935,81,727,2,24,41,female
13936,81,727,3,25,40,female
13945,81,725,2,27,40,female
13946,81,725,2,27,42,female
13947,81,726,2,25,42,female
13948,81,725,1,26,43,female
13949,81,725,1,25,43,female
13950,81,722,1,27,44,female
13951,81,721,0,27,44,female
13952,81,720,0,28,44,female
13953,81,719,0,28,43,female
13954,81,719,0,28,44,female
13955,81,719,0,29,43,female
13956,81,719,1,28,42,female
13957,81,718,1,28,42,female
13958,81,720,2,26,41,female
13959,81,720,1,27,40,female
13960,81,721,1,26,40,female
13976,81,721,2,29,41,female
13977,81,720,1,30,41,female
13978,81,719,0,29,42,female
13979,81,721,0,28,43,female
13980,81,721,0,27,43,female
13981,81,719,0,29,44,female
13982,81,718,0,32,44,female
13983,81,719,0,30,43,female
13984,81,719,1,31,42,female
13985,81,719,1,31,42,female
13986,81,719,1,31,42,female
13987,81,718,1,33,41,female
13989,81,719,1,31,40,female
13992,81,719,2,32,40,female
13993,81,720,2,31,40,female
13994,81,719,2,33,40,female
13995,81,719,2,33,40,female
13996,81,718,2,34,41,female
13997,81,717,1,35,43,female
13998,81,718,2,33,43,female
13999,81,718,1,33,43,female
14000,81,717,1,34,43,female
