frame,track id,x,y,w,h,gender
404,2,489,160,62,173,female
405,2,490,161,61,168,female
406,2,491,161,58,163,female
407,2,491,163,55,148,female
408,2,491,163,57,147,female
409,2,492,163,52,142,female
410,2,492,164,51,141,female
411,2,493,163,50,136,female
412,2,493,164,50,133,female
413,2,493,164,52,141,female
414,2,492,166,53,140,female
415,2,494,163,49,133,female
416,2,493,162,50,136,female
417,2,493,162,49,134,female
418,2,492,161,51,135,female
419,2,492,160,51,139,female
420,2,493,161,49,137,female
421,2,492,163,52,141,female
422,2,493,163,50,131,female
423,2,493,162,51,134,female
424,2,493,161,50,134,female
425,2,493,162,50,134,female
427,2,496,165,46,128,female
450,4,703,172,69,154,female
451,4,708,174,64,149,female
452,4,710,173,61,150,female
453,4,713,173,59,150,female
454,4,713,173,60,150,female
455,4,712,171,62,155,female
456,4,713,168,59,158,female
457,4,712,172,61,153,female
458,4,713,171,60,154,female
459,4,712,169,58,155,female
460,4,711,170,61,155,female
461,4,711,168,59,157,female
462,4,712,172,58,153,female
463,4,709,168,60,157,female
464,4,709,167,60,156,female
465,4,710,170,60,155,female
466,4,711,170,59,154,female
467,4,709,168,61,158,female
468,4,710,167,61,158,female
469,4,709,169,64,156,female
470,4,708,169,64,157,female
471,4,710,168,62,157,female
472,4,708,168,65,157,female
473,4,710,168,63,157,female
474,2,492,159,55,148,female
474,4,710,169,63,156,female
475,4,708,168,64,157,female
476,2,494,159,53,138,female
476,4,711,167,59,157,female
477,2,492,159,55,139,female
477,4,710,166,61,160,female
478,2,492,159,57,149,female
478,4,711,170,59,151,female
479,2,492,160,58,147,female
479,4,710,170,60,154,female
480,2,493,159,54,137,female
480,4,710,167,63,158,female
481,2,492,158,58,149,female
481,4,711,169,60,155,female
482,2,492,158,57,150,female
482,4,708,168,64,157,female
483,2,492,158,57,149,female
483,4,709,171,58,151,female
484,2,493,158,54,139,female
484,4,709,171,59,152,female
485,2,494,159,53,137,female
485,4,708,170,59,154,female
486,4,709,173,55,150,female
487,4,705,169,57,157,female
488,2,493,158,54,136,female
488,4,705,170,55,157,female
489,2,493,159,54,132,female
489,4,703,170,57,158,female
490,2,494,158,52,134,female
490,4,701,170,59,161,female
491,2,494,159,53,130,female
491,4,699,168,59,163,female
492,2,494,159,53,135,female
492,4,698,168,60,159,female
493,2,494,159,53,133,female
493,4,697,169,61,160,female
494,2,494,159,53,133,female
494,4,698,168,60,159,female
495,2,493,159,54,134,female
495,4,696,167,62,162,female
496,2,494,158,53,132,female
496,4,695,167,62,161,female
497,2,494,158,53,135,female
497,4,695,167,62,165,female
498,2,494,159,53,136,female
498,4,693,168,65,165,female
499,2,493,160,54,136,female
499,4,692,168,65,163,female
500,2,494,159,54,132,female
500,4,696,167,64,166,female
501,4,695,169,68,166,female
502,4,695,168,67,167,female
503,4,694,169,70,165,female
504,2,493,160,53,133,female
504,4,694,171,70,162,female
505,4,693,170,70,163,female
506,4,693,172,73,162,female
507,4,693,169,71,163,female
508,4,694,172,72,161,female
509,4,698,170,65,161,female
510,4,695,171,69,162,female
511,4,695,171,68,163,female
512,4,696,171,67,162,female
513,4,692,171,71,157,female
514,4,696,170,67,159,female
515,4,694,169,69,162,female
516,4,694,171,69,162,female
517,2,493,160,49,134,female
517,4,696,171,65,161,female
518,4,697,170,63,160,female
519,4,695,171,65,163,female
520,4,694,169,64,164,female
521,4,690,171,68,164,female
522,2,492,161,49,134,female
522,4,687,171,70,162,female
523,2,494,162,46,133,female
523,4,687,170,70,164,female
524,2,497,164,43,124,female
524,4,685,170,72,163,female
525,4,680,168,73,165,female
526,2,495,164,48,147,female
526,4,677,169,76,162,female
527,2,495,165,50,150,female
527,4,674,170,74,159,female
528,2,496,165,49,148,female
528,4,669,168,79,161,female
529,4,670,167,76,162,female
530,4,667,166,73,165,female
531,2,495,167,51,152,female
531,4,666,167,73,164,female
532,4,665,167,69,160,female
533,4,665,165,68,162,female
534,4,663,164,64,162,female
535,4,662,164,62,161,female
536,4,660,162,63,162,female
537,4,660,161,62,159,female
538,4,659,160,60,159,female
539,4,658,160,59,156,female
540,4,656,160,60,161,female
541,4,655,159,59,161,female
542,4,655,161,58,156,female
543,4,653,161,59,155,female
544,4,653,160,59,154,female
545,2,493,165,64,177,female
545,4,652,158,58,157,female
546,2,494,166,63,174,female
546,4,652,158,57,156,female
547,2,494,166,65,171,female
547,4,652,157,58,152,female
548,2,494,164,66,180,female
548,4,652,155,58,154,female
549,4,651,154,60,153,female
550,2,494,167,63,172,female
550,4,651,155,58,151,female
551,2,493,167,69,171,female
551,4,652,154,56,147,female
552,2,493,166,70,174,female
552,4,651,152,57,147,female
553,2,494,167,66,170,female
553,4,652,152,56,146,female
554,4,651,152,57,144,female
555,4,652,151,56,145,female
556,2,495,167,63,163,female
556,4,653,151,58,143,female
557,4,653,151,57,143,female
558,4,655,151,57,142,female
559,4,656,150,57,143,female
560,4,655,151,58,140,female
561,4,655,150,59,140,female
562,4,655,151,60,138,female
563,4,659,149,55,139,female
564,4,662,150,57,139,female
565,4,665,147,56,143,female
566,4,670,146,50,143,female
567,4,673,146,48,140,female
568,4,675,145,50,138,female
569,4,676,145,51,140,female
570,4,679,146,46,135,female
571,4,680,145,47,138,female
572,4,687,145,52,151,female
573,4,686,145,52,150,female
574,4,689,144,52,152,female
575,4,690,143,53,152,female
576,4,689,144,58,149,female
577,4,692,144,59,149,female
578,4,696,143,54,148,female
579,4,701,142,52,150,female
580,4,699,142,54,148,female
581,4,704,142,49,147,female
582,4,706,143,46,148,female
603,2,491,166,68,187,female
604,2,488,164,74,198,female
605,2,487,164,75,196,female
629,2,490,162,57,152,female
630,2,491,164,55,154,female
631,2,491,164,54,152,female
632,2,490,162,55,150,female
633,2,491,161,54,135,female
634,2,493,162,52,134,female
635,2,490,164,56,151,female
686,2,491,162,58,155,female
687,2,492,162,56,153,female
690,2,490,163,59,172,female
691,2,489,162,59,176,female
692,2,493,162,53,160,female
693,2,493,162,49,154,female
695,2,493,164,50,160,female
696,2,494,162,51,149,female
697,2,494,164,51,155,female
698,2,492,164,54,159,female
716,2,495,168,57,158,female
721,2,494,168,59,169,female
722,2,495,167,58,167,female
723,2,493,167,60,173,female
725,2,492,168,62,175,female
727,2,499,170,54,153,female
728,2,498,170,57,161,female
729,2,501,170,54,149,female
730,2,503,169,50,139,female
732,2,501,171,52,141,female
734,2,503,170,50,139,female
735,2,502,171,53,147,female
736,2,502,170,51,140,female
737,2,504,169,49,139,female
738,2,503,171,50,139,female
739,2,502,171,52,145,female
740,2,503,171,51,139,female
741,2,504,170,49,138,female
742,2,502,172,50,138,female
745,2,500,171,53,145,female
760,2,495,168,62,172,female
765,2,494,168,64,175,female
766,2,495,167,63,177,female
776,2,495,168,63,174,female
777,2,494,168,63,177,female
779,2,494,168,64,179,female
780,2,495,168,62,173,female
781,2,495,168,63,178,female
782,2,494,168,64,176,female
783,2,494,168,63,179,female
784,2,494,168,63,172,female
785,2,493,167,65,176,female
786,2,494,169,61,161,female
787,2,492,169,64,173,female
788,2,493,168,64,178,female
789,2,494,168,63,177,female
794,2,493,168,66,177,female
795,2,493,168,66,178,female
800,2,495,167,60,171,female
801,2,493,168,63,171,female
809,2,493,168,61,165,female
810,2,494,167,60,168,female
814,2,490,169,64,173,female
818,2,494,168,60,166,female
823,2,495,168,60,170,female
824,2,494,167,61,174,female
824,6,721,148,52,144,female
826,2,494,168,62,168,female
828,2,493,166,61,167,female
829,2,495,167,57,156,female
830,6,718,138,59,156,female
832,6,718,138,60,158,female
833,2,495,166,57,160,female
835,2,494,167,58,175,female
839,6,722,140,56,151,female
840,6,721,141,56,153,female
880,2,496,160,51,144,female
884,2,496,160,51,141,female
888,2,496,161,52,142,female
892,2,498,161,49,139,female
893,2,496,161,52,135,female
894,2,496,162,51,140,female
895,2,496,162,50,138,female
896,2,498,161,48,137,female
897,2,497,162,50,136,female
898,2,494,162,55,148,female
899,2,496,163,52,137,female
905,6,714,150,49,144,female
923,2,492,162,59,170,female
924,2,494,160,54,163,female
934,6,718,141,60,150,female
954,6,718,145,59,146,female
955,2,495,162,57,156,female
961,6,717,147,59,146,female
962,6,717,147,59,148,female
963,2,497,162,53,155,female
964,2,498,162,51,154,female
965,2,496,163,54,155,female
966,2,495,164,55,152,female
967,2,496,162,54,152,female
969,2,494,163,57,155,female
980,6,717,142,58,150,female
981,6,715,142,60,154,female
991,6,700,172,57,141,female
992,6,699,173,58,138,female
993,6,701,172,55,136,female
994,6,701,170,51,142,female
995,6,702,171,48,137,female
996,2,491,166,63,172,female
996,6,701,169,47,139,female
997,6,698,169,51,138,female
998,6,692,172,57,134,female
1001,2,492,165,61,168,female
1001,6,680,167,60,141,female
1002,6,679,173,58,135,female
1003,2,490,165,64,176,female
1003,6,677,174,61,136,female
1004,2,489,165,65,182,female
1004,6,675,172,66,138,female
1005,6,673,172,64,137,female
1006,2,489,165,65,180,female
1006,6,673,169,63,141,female
1007,2,490,165,62,172,female
1007,6,674,172,59,139,female
1008,2,490,165,64,175,female
1008,6,671,171,61,141,female
1009,6,669,173,59,139,female
1010,2,492,165,60,174,female
1010,6,667,174,59,135,female
1011,6,663,173,58,135,female
1012,6,664,173,53,134,female
1013,6,663,173,49,135,female
1014,6,659,171,51,137,female
1015,6,656,169,49,139,female
1016,6,653,168,50,143,female
1017,6,650,173,50,135,female
1018,6,645,172,50,134,female
1019,6,642,173,49,132,female
1020,6,640,171,51,135,female
1021,6,633,174,57,131,female
1022,6,631,172,55,133,female
1023,6,630,171,57,136,female
1024,6,626,170,58,134,female
1025,6,623,166,63,137,female
1027,2,493,166,57,143,female
1027,6,612,170,68,137,female
1028,2,494,165,56,144,female
1028,6,609,170,71,134,female
1034,2,496,163,53,134,female
1035,2,496,164,52,135,female
1037,2,496,163,52,136,female
1038,2,493,166,57,145,female
1039,2,494,166,55,145,female
1040,2,494,166,55,145,female
1041,2,493,164,56,151,female
1060,8,657,148,51,139,female
1061,8,660,148,50,138,female
1062,8,660,149,50,140,female
1063,8,660,149,50,141,female
1064,8,662,149,49,141,female
1065,8,662,149,49,142,female
1066,8,663,147,50,143,female
1067,2,497,166,49,133,female
1067,8,665,147,48,141,female
1068,8,665,149,52,136,female
1069,8,666,150,50,134,female
1070,8,669,149,50,136,female
1071,8,673,148,48,136,female
1072,8,675,147,47,135,female
1073,8,677,148,48,134,female
1074,8,678,147,47,138,female
1075,8,678,148,49,139,female
1076,8,681,146,47,141,female
1077,2,490,163,60,152,female
1077,8,682,146,45,141,female
1078,2,490,164,60,151,female
1078,8,684,147,46,139,female
1079,8,686,149,46,136,female
1080,8,688,150,48,132,female
1081,2,492,163,57,148,female
1081,8,688,150,50,134,female
1082,8,688,149,54,135,female
1083,8,687,149,56,135,female
1084,8,688,148,54,136,female
1085,8,689,147,55,135,female
1086,2,491,165,56,150,female
1086,8,692,146,55,135,female
1087,8,696,145,52,137,female
1088,8,701,144,49,136,female
1089,8,703,144,46,138,female
1090,8,702,143,48,140,female
1091,8,703,144,48,139,female
1092,8,703,144,49,138,female
1093,8,705,145,46,137,female
1094,8,707,144,46,139,female
1095,8,707,143,47,138,female
1096,2,495,161,55,151,female
1096,8,708,144,47,136,female
1097,8,709,144,46,131,female
1098,2,494,164,52,150,female
1099,2,494,165,55,153,female
1100,2,493,163,56,155,female
1102,8,717,144,43,125,female
1103,8,718,144,44,124,female
1104,8,718,145,44,122,female
1105,8,718,145,44,122,female
1106,8,717,147,45,121,female
1107,8,720,148,43,118,female
1108,8,720,152,44,112,female
1109,8,720,151,44,112,female
1110,8,720,152,44,111,female
1111,8,720,150,44,113,female
1112,8,724,148,41,116,female
1113,8,724,151,40,112,female
1114,8,726,150,38,112,female
1115,8,726,149,38,115,female
1116,8,725,149,39,116,female
1117,8,724,152,38,112,female
1118,8,725,151,37,113,female
1119,8,725,152,37,114,female
1120,2,492,166,61,164,female
1120,8,725,151,39,114,female
1121,8,726,149,38,116,female
1122,8,727,149,37,114,female
1123,8,726,149,39,115,female
1124,2,493,164,59,159,female
1124,8,726,150,38,114,female
1125,8,726,149,39,115,female
1126,8,725,149,39,113,female
1127,8,725,148,40,117,female
1128,8,725,150,41,116,female
1129,8,727,150,41,117,female
1130,8,728,153,39,115,female
1131,8,728,150,38,118,female
1132,8,729,148,40,121,female
1133,8,731,146,40,123,female
1134,8,732,147,39,123,female
1135,8,732,149,39,118,female
1136,8,733,149,39,122,female
1137,8,733,148,39,121,female
1138,8,733,146,41,125,female
1139,8,733,145,42,128,female
1140,8,734,144,41,130,female
1141,2,483,165,79,190,female
1141,8,734,143,41,131,female
1142,8,734,145,41,128,female
1143,8,734,147,41,124,female
1144,2,486,165,75,190,female
1144,8,734,147,40,126,female
1145,8,734,145,40,127,female
1146,8,735,147,39,125,female
1147,8,735,147,39,126,female
1148,8,735,148,39,124,female
1149,2,486,164,73,191,female
1149,8,735,148,39,123,female
1150,8,735,148,39,124,female
1151,8,736,148,37,122,female
1152,8,736,149,36,119,female
1154,8,737,149,36,119,female
1155,2,491,167,63,177,female
1155,8,736,149,37,121,female
1156,8,736,149,37,122,female
1157,8,736,150,37,121,female
1158,2,490,167,64,178,female
1158,8,736,149,37,121,female
1159,8,736,150,37,118,female
1160,8,735,150,39,122,female
1161,2,489,167,65,178,female
1161,8,735,151,38,118,female
1162,8,734,150,39,122,female
1163,8,735,150,39,122,female
1164,8,734,150,40,121,female
1165,2,487,167,66,176,female
1165,8,735,150,39,123,female
1166,2,490,166,66,184,female
1166,8,734,151,41,120,female
1167,2,488,165,67,182,female
1167,8,734,151,40,120,female
1168,8,733,151,42,123,female
1169,2,488,167,68,182,female
1169,8,733,151,42,121,female
1170,8,734,151,40,122,female
1171,8,735,149,40,123,female
1172,8,736,149,38,124,female
1173,2,489,165,67,182,female
1173,8,734,149,40,123,female
1174,8,734,149,41,122,female
1175,2,488,165,67,186,female
1175,8,735,150,40,122,female
1176,8,736,151,39,119,female
1177,8,736,151,39,119,female
1178,8,735,152,40,119,female
1179,8,736,151,39,119,female
1180,8,736,152,39,118,female
1181,8,737,150,38,120,female
1182,8,736,149,39,120,female
1183,8,736,149,40,121,female
1184,8,737,148,38,121,female
1185,8,737,148,38,122,female
1186,8,736,148,39,121,female
1187,8,735,148,40,121,female
1188,2,497,168,48,137,female
1188,8,737,148,38,122,female
1189,8,737,147,38,123,female
1190,8,736,146,41,126,female
1191,8,736,146,40,124,female
1192,8,736,148,40,122,female
1193,8,736,149,40,121,female
1194,2,494,165,55,155,female
1194,8,736,149,39,120,female
1195,2,493,164,56,158,female
1195,8,736,148,39,121,female
1195,9,593,168,50,139,female
1196,8,736,148,39,122,female
1197,8,736,147,39,122,female
1198,8,736,149,40,121,female
1198,9,596,167,54,146,female
1199,8,736,146,40,125,female
1199,9,593,168,53,144,female
1200,8,736,145,41,127,female
1201,2,490,167,62,165,female
1201,8,736,147,40,120,female
1202,2,492,165,58,155,female
1202,8,736,147,40,120,female
1203,2,492,166,58,152,female
1203,8,736,146,40,122,female
1204,2,490,165,63,161,female
1204,8,736,147,39,120,female
1205,8,736,147,39,120,female
1206,8,735,146,40,121,female
1207,8,736,145,40,124,female
1207,9,598,168,57,131,female
1208,8,736,146,39,122,female
1209,2,487,168,66,168,female
1209,8,737,146,37,120,female
1210,2,483,166,75,187,female
1210,8,737,145,37,122,female
1211,2,487,167,68,177,female
1211,8,737,147,37,122,female
1212,2,487,166,70,181,female
1212,8,736,146,38,123,female
1213,8,737,145,37,123,female
1213,9,599,161,56,141,female
1214,2,488,167,69,179,female
1214,8,737,147,38,122,female
1214,9,600,160,54,145,female
1215,2,488,166,67,172,female
1215,8,737,147,36,120,female
1215,9,598,161,52,141,female
1216,2,488,166,67,182,female
1216,8,737,145,36,118,female
1216,9,593,162,51,138,female
1217,2,489,166,66,180,female
1217,8,737,146,38,121,female
1217,9,591,162,53,165,female
1218,8,736,147,38,119,female
1218,9,589,162,53,158,female
1219,2,489,166,66,182,female
1219,8,737,145,37,120,female
1219,9,588,160,55,156,female
1220,2,490,166,64,183,female
1220,8,737,147,38,120,female
1220,9,588,159,54,143,female
1221,8,737,144,38,122,female
1221,9,585,161,56,138,female
1222,2,492,164,62,173,female
1222,8,738,147,36,120,female
1222,9,584,162,54,137,female
1223,2,492,164,63,176,female
1223,8,737,144,39,122,female
1224,2,493,164,64,172,female
1224,8,737,146,38,121,female
1225,2,494,163,61,164,female
1225,8,737,147,38,122,female
1226,2,492,165,59,154,female
1226,8,737,146,40,125,female
1227,2,492,165,59,152,female
1228,2,491,164,64,183,female
1228,8,738,147,40,127,female
1229,2,491,165,63,165,female
1229,8,739,152,36,119,female
1230,2,490,165,65,167,female
1231,2,492,167,60,155,female
1232,2,490,166,64,182,female
1233,2,491,164,63,174,female
1234,2,491,164,64,173,female
1235,2,492,165,62,168,female
1236,2,492,165,62,165,female
1237,2,492,168,60,154,female
1238,2,490,166,68,167,female
1239,2,492,168,60,150,female
1241,2,492,160,69,168,female
1242,2,493,158,64,151,female
1243,2,494,158,65,163,female
1244,2,500,161,57,155,female
1245,2,500,157,59,153,female
1246,2,499,158,61,148,female
1253,2,492,159,61,156,female
1254,2,491,159,64,157,female
1270,2,529,166,55,156,female
1270,9,591,168,54,141,female
1276,2,528,166,53,152,female
1287,2,531,165,47,139,female
1325,8,738,148,39,133,female
1326,8,736,149,41,133,female
1326,11,110,122,30,80,
1327,8,736,150,42,129,female
1327,11,110,122,31,82,
1328,8,736,148,43,134,female
1329,8,736,151,41,126,female
1330,8,736,154,39,121,female
1331,8,737,155,39,120,female
1332,8,736,159,39,114,female
1334,8,735,166,39,109,female
1335,8,735,167,39,107,female
1336,8,734,169,39,107,female
1337,8,735,173,38,98,female
1338,8,736,174,37,100,female
1339,8,734,177,39,94,female
1340,8,734,176,39,93,female
1341,8,735,175,37,94,female
1344,8,734,177,36,91,female
1345,8,733,176,37,93,female
1346,8,734,172,37,95,female
1347,8,732,172,38,95,female
1348,8,733,170,38,93,female
1349,8,734,170,36,93,female
1350,8,731,169,40,97,female
1351,8,728,169,42,98,female
1352,8,729,170,41,96,female
1353,8,725,171,43,93,female
